trial,original_score,new_score,phys_score,patch_ratio,error_vx,error_vy,error_Bx,error_By,error_Jz,new_loss_kh,phys_kh,patch_kh,new_loss_vortex,phys_vortex,patch_vortex,new_loss_tearing,phys_tearing,patch_tearing,new_loss_coalescence,phys_coalescence,patch_coalescence,new_loss_ot,phys_ot,patch_ot,new_loss_rotor,phys_rotor,patch_rotor,param_threshold_amr
25,0.24675901197645922,0.24675901197645922,0.09562896941399414,0.6245841183826218,nan,nan,nan,nan,nan,0.1992918839343266,0.0018714248643790711,0.6928430316091954,0.23863244519042015,0.02808213379290399,0.7650082236842105,0.1817349007851849,0.00442886109925881,0.625,0.22096772182448624,0.0005807720927422369,0.7719350961538461,0.2740785481420402,0.15387156196626067,0.5745960135814889,0.3658485719822973,0.3849390626684201,0.3181223452669903,0.24164560639873126
46,0.26461577565450656,0.26461577565450656,0.15546434270942955,0.537494358017199,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.2852039241947956,0.13495983597797703,0.6608141447368421,0.1817349007851849,0.00442886109925881,0.625,0.17908170696903386,0.0007143897566473922,0.625,0.33418089361174874,0.28564437278683047,0.4555221956740443,0.4274791419507624,0.5050188756541443,0.2336298076923077,0.3519651591509231
47,0.27208221234988456,0.27208221234988456,0.17107474746696383,0.5246008745571863,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.3671614611798968,0.2537875588097502,0.6505962171052632,0.1817349007851849,0.00442886109925881,0.625,0.17908170696903386,0.0007143897566473922,0.625,0.35358445474814765,0.34013542414740666,0.38720703125,0.37091666400153017,0.42536253000700047,0.23480199898785425,0.3710623591447111
17,0.2800868254716187,0.2800868254716187,0.16859306736623925,0.5588212207350672,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.2332480450524667,0.060083447283979706,0.6661595394736842,0.1817349007851849,0.00442886109925881,0.625,0.19059966575251858,0.0006586426304490611,0.6654522235576923,0.3284626929464048,0.2586468143905602,0.503002389336016,0.5664615618776233,0.6857209178114683,0.26831317204301075,0.3204352787788376
21,0.28136301326558705,0.28136301326558705,0.15365432457895886,0.6006347349821574,nan,nan,nan,nan,nan,0.1929790892109865,0.0019056386884845184,0.6706627155172413,0.23578605694995844,0.039491927098362786,0.7265213815789474,0.1817349007851849,0.00442886109925881,0.625,0.21769238672086047,0.0005025144861277112,0.7606670673076923,0.2920308863066471,0.18988574585948698,0.5473937374245473,0.5679547596198848,0.6857112602420323,0.2735635080645161,0.2676326611926847
51,0.2993330033053721,0.2993330033053721,0.19085986676943878,0.5705158446452052,nan,nan,nan,nan,nan,0.18590081051775015,0.0019637209317466967,0.6457435344827587,0.23370750049227598,0.04681221121550215,0.7009457236842105,0.1817349007851849,0.00442886109925881,0.625,0.20890489574321894,0.0006399309635833834,0.7295673076923077,0.41928835041617946,0.4055935585950735,0.4535253299689441,0.5664615618776233,0.6857209178114683,0.26831317204301075,0.29166303196897025
33,0.31267722465506026,0.31267722465506026,0.24135327762707548,0.4909870922250223,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.42621091421633245,0.40451600358707596,0.4804481907894737,0.1817349007851849,0.00442886109925881,0.625,0.17908170696903386,0.0007143897566473922,0.625,0.37712499203712624,0.39299423704038244,0.33745187952898553,0.5318967475071704,0.6434464532973689,0.2530224830316742,0.45383709785601345
45,0.3131158209013596,0.3131158209013596,0.22098345105591208,0.5434467455149782,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.2522982889343654,0.08584095977126945,0.6684416118421053,0.1817349007851849,0.00442886109925881,0.625,0.17977888282653673,0.000743921534074467,0.6273662860576923,0.4536961503035765,0.4551600755412862,0.4500363372093023,0.6311726161429799,0.7777071674078642,0.2648362379807692,0.3286847044687531
16,0.3135229162580868,0.3135229162580868,0.2222662875048601,0.5416644881411534,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.27377958168092004,0.1174690459322354,0.6645559210526316,0.1817349007851849,0.00442886109925881,0.625,0.17908170696903386,0.0007143897566473922,0.625,0.43535460555488825,0.4312585398514356,0.4455947698135198,0.6311726161429799,0.7777071674078642,0.2648362379807692,0.33301204769425036
48,0.3159140208485278,0.3159140208485278,0.2255851632607079,0.5417361648180773,nan,nan,nan,nan,nan,0.1800140864155138,0.0020197209817193044,0.625,0.3260413323222747,0.19828352314592143,0.6454358552631579,0.1817349007851849,0.00442886109925881,0.625,0.17908170696903386,0.0007143897566473922,0.625,0.39172657182895876,0.3688931814458541,0.44881004778672035,0.6368855267702006,0.7791713031348465,0.28117108585858586,0.3852173749977247
